"scene_token","frame_token","scene_description","num_objects","num_cameras","qa_categories","num_perception_qa","num_prediction_qa","num_planning_qa","num_behavior_qa","total_qa","image_paths"
"010fb5bcc7984d0f8f07f99e02366df1","fed1bda0b7ce4b0b85fa9b13ef006973","The ego vehicle traverses along the current roadway, encountering construction on both the left and right sides.","4","6","perception, prediction, planning, behavior","37","27","19","1","84","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290049012404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_LEFT__1537290049004799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_RIGHT__1537290049020482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-09-18-12-53-31-0400__CAM_BACK__1537290049037558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-09-18-12-53-31-0400__CAM_BACK_LEFT__1537290049047407.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_BACK_RIGHT__1537290049028113.jpg"
"010fb5bcc7984d0f8f07f99e02366df1","c5c350e54ab94fc98c6b0c3726e60e28","The ego vehicle traverses along the current roadway, encountering construction on both the left and right sides.","4","6","perception, prediction, planning, behavior","38","25","22","1","86","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290043912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_LEFT__1537290043904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_RIGHT__1537290043920494.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-09-18-12-53-31-0400__CAM_BACK__1537290043937558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-09-18-12-53-31-0400__CAM_BACK_LEFT__1537290043947405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_BACK_RIGHT__1537290043928113.jpg"
"010fb5bcc7984d0f8f07f99e02366df1","9012f1ad4d114e0483b4a5ad2dc1e875","The ego vehicle traverses along the current roadway, encountering construction on both the left and right sides.","3","6","perception, prediction, planning, behavior","34","23","18","1","76","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-09-18-12-53-31-0400__CAM_FRONT__1537290049912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_LEFT__1537290049904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_FRONT_RIGHT__1537290049920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-09-18-12-53-31-0400__CAM_BACK__1537290049937564.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-09-18-12-53-31-0400__CAM_BACK_LEFT__1537290049947429.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-09-18-12-53-31-0400__CAM_BACK_RIGHT__1537290049928113.jpg"
"01796494e25c448dadaba70cfcc3532d","7d7dd8bc9e014c0cac912f2bfcc9fcbb","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","31","28","17","1","77","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985950762460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985950754844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985950770350.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985950787525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985950797423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985950777893.jpg"
"01796494e25c448dadaba70cfcc3532d","db23ac925c264adca50f21f6c26290b5","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","41","26","17","1","85","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985960162460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985960154844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985960170339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985960187528.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985960197423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985960177893.jpg"
"01796494e25c448dadaba70cfcc3532d","7f249c9c65154db4889356c89d6da938","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","32","29","17","1","79","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985952762460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985952754844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985952770339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985952787525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985952797423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985952777893.jpg"
"01796494e25c448dadaba70cfcc3532d","c6c2f1a2b26b4d938f83a0ffe171d835","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","40","26","17","1","84","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985958762464.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985958754844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985958770339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985958787525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985958797423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985958777893.jpg"
"01796494e25c448dadaba70cfcc3532d","a8f1940cbab043c7b2b4a7713506f741","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","39","26","17","1","83","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985963612460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985963604844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985963620339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985963637525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985963647423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985963627893.jpg"
"01796494e25c448dadaba70cfcc3532d","3e7d8306d4fd48a68c9f22db0a11262b","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","39","26","17","1","83","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985957262460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985957254844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985957270339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985957287525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985957297423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985957277893.jpg"
"01796494e25c448dadaba70cfcc3532d","e6dcc33068b645fabc01ef70373fca07","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","26","27","17","1","71","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985954762460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985954754844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985954770339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985954787525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985954797423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985954777893.jpg"
"01796494e25c448dadaba70cfcc3532d","65412f5e2c304486bf420c388d08d8ff","The ego vehicle is traveling along the current road and is about to pass through the traffic light intersection.","3","6","perception, prediction, planning, behavior","35","27","18","1","81","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-10-08-16-03-24+0800__CAM_FRONT__1538985966162460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_LEFT__1538985966154844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_FRONT_RIGHT__1538985966170339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-10-08-16-03-24+0800__CAM_BACK__1538985966187525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-10-08-16-03-24+0800__CAM_BACK_LEFT__1538985966197423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-10-08-16-03-24+0800__CAM_BACK_RIGHT__1538985966177893.jpg"
"019b370afb444a2e8ce85654898307c8","f2d7010ab6d94d2bb89b08022b1f8edc","The ego vehicle travels along the current road and stops at the intersection ahead, waiting.","4","6","perception, prediction, planning, behavior","28","31","18","1","78","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663095412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_LEFT__1532663095404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_RIGHT__1532663095420340.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-07-27-11-36-48+0800__CAM_BACK__1532663095437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-07-27-11-36-48+0800__CAM_BACK_LEFT__1532663095447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_BACK_RIGHT__1532663095427893.jpg"
"019b370afb444a2e8ce85654898307c8","c2af0713d1a34f71b14fdcbcef4ed262","The ego vehicle travels along the current road and stops at the intersection ahead, waiting.","4","6","perception, prediction, planning, behavior","34","31","21","1","87","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663098412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_LEFT__1532663098404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_RIGHT__1532663098420339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-07-27-11-36-48+0800__CAM_BACK__1532663098437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-07-27-11-36-48+0800__CAM_BACK_LEFT__1532663098447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_BACK_RIGHT__1532663098427893.jpg"
"019b370afb444a2e8ce85654898307c8","be7cbdbdf0bc47ecbe32cc758796bcd6","The ego vehicle travels along the current road and stops at the intersection ahead, waiting.","4","6","perception, prediction, planning, behavior","29","29","19","1","78","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663103012460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_LEFT__1532663103004844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_RIGHT__1532663103020339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-07-27-11-36-48+0800__CAM_BACK__1532663103037525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-07-27-11-36-48+0800__CAM_BACK_LEFT__1532663103047423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_BACK_RIGHT__1532663103027904.jpg"
"019b370afb444a2e8ce85654898307c8","43fc8f50e84e454da8be3ebc1b1db1b9","The ego vehicle travels along the current road and stops at the intersection ahead, waiting.","5","6","perception, prediction, planning, behavior","43","35","24","1","103","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n015-2018-07-27-11-36-48+0800__CAM_FRONT__1532663092412460.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_LEFT__1532663092404844.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_FRONT_RIGHT__1532663092420339.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n015-2018-07-27-11-36-48+0800__CAM_BACK__1532663092437525.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n015-2018-07-27-11-36-48+0800__CAM_BACK_LEFT__1532663092447423.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n015-2018-07-27-11-36-48+0800__CAM_BACK_RIGHT__1532663092427893.jpg"
"01c3f5e39956402da3e37845632fadca","f7fb64937ce245a889126f85be998feb","The ego vehicle proceeds along the current road, continuously traversing several intersections before continuing straight ahead.","4","6","perception, prediction, planning, behavior","52","29","22","1","104","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153726412404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_LEFT__1533153726404799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_RIGHT__1533153726420482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-01-15-52-19-0400__CAM_BACK__1533153726437558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-01-15-52-19-0400__CAM_BACK_LEFT__1533153726447405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_BACK_RIGHT__1533153726428113.jpg"
"01c3f5e39956402da3e37845632fadca","626e422f75ae4134b463f1dea455a492","The ego vehicle proceeds along the current road, continuously traversing several intersections before continuing straight ahead.","3","6","perception, prediction, planning, behavior","33","27","16","1","77","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153730912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_LEFT__1533153730904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_RIGHT__1533153730920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-01-15-52-19-0400__CAM_BACK__1533153730937559.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-01-15-52-19-0400__CAM_BACK_LEFT__1533153730947405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_BACK_RIGHT__1533153730928113.jpg"
"01c3f5e39956402da3e37845632fadca","8039177444ce4a1c9c2998c8268f5237","The ego vehicle proceeds along the current road, continuously traversing several intersections before continuing straight ahead.","4","6","perception, prediction, planning, behavior","52","31","19","1","103","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153724912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_LEFT__1533153724904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_RIGHT__1533153724920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-01-15-52-19-0400__CAM_BACK__1533153724937558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-01-15-52-19-0400__CAM_BACK_LEFT__1533153724947405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_BACK_RIGHT__1533153724928113.jpg"
"01c3f5e39956402da3e37845632fadca","d778d608ec584bb19e63dc955ad32a90","The ego vehicle proceeds along the current road, continuously traversing several intersections before continuing straight ahead.","4","6","perception, prediction, planning, behavior","27","25","15","1","68","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153734012404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_LEFT__1533153734004799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_RIGHT__1533153734020482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-01-15-52-19-0400__CAM_BACK__1533153734037558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-01-15-52-19-0400__CAM_BACK_LEFT__1533153734047405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_BACK_RIGHT__1533153734028113.jpg"
"01c3f5e39956402da3e37845632fadca","4c8b3add6f994bfebbf8585f725506b1","The ego vehicle proceeds along the current road, continuously traversing several intersections before continuing straight ahead.","3","6","perception, prediction, planning, behavior","39","27","12","1","79","CAM_FRONT:../nuscenes/samples/CAM_FRONT/n008-2018-08-01-15-52-19-0400__CAM_FRONT__1533153720912404.jpg | CAM_FRONT_LEFT:../nuscenes/samples/CAM_FRONT_LEFT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_LEFT__1533153720904799.jpg | CAM_FRONT_RIGHT:../nuscenes/samples/CAM_FRONT_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_FRONT_RIGHT__1533153720920482.jpg | CAM_BACK:../nuscenes/samples/CAM_BACK/n008-2018-08-01-15-52-19-0400__CAM_BACK__1533153720937558.jpg | CAM_BACK_LEFT:../nuscenes/samples/CAM_BACK_LEFT/n008-2018-08-01-15-52-19-0400__CAM_BACK_LEFT__1533153720947405.jpg | CAM_BACK_RIGHT:../nuscenes/samples/CAM_BACK_RIGHT/n008-2018-08-01-15-52-19-0400__CAM_BACK_RIGHT__1533153720928561.jpg"
